path,category_guess,lines,includes,gl_calls,gl_raw_refs,gl_call_exprs,gl_known_false_refs,gGL,LLGL,LLRender,LLPipeline,LLDrawPool,LLRenderTarget,LLImageGL,LLViewerTexture,LLViewerWindow
indra/test/lltemplatemessagebuilder_tut.cpp,unknown,972,14,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/lleventdispatcher.cpp,core,972,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/llnamevalue.cpp,network,971,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llavatarlistitem.cpp,world.avatar,963,16,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/ao.cpp,viewer.misc,956,15,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llsdserialize_xml.cpp,core,953,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llconversationview.cpp,viewer.misc,947,17,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterexperienceprofile.cpp,ui,943,24,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterscriptlimits.cpp,ui,942,25,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llimage/llimagefilter.cpp,unknown,942,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/tests/llurlentry_test.cpp,unknown,936,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/tests/llerror_test.cpp,core,935,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llinventorybridge.h,viewer.misc,932,11,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloatercamera.cpp,ui,927,18,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llimagej2coj/llimagej2coj.cpp,unknown,922,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpathfindingmanager.cpp,viewer.misc,917,24,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/app_settings/shaders/class3/deferred/reflectionProbeF.glsl,viewer.misc,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/llbuffer.cpp,network,909,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llchiclet.h,viewer.misc,908,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llinventory/llsettingsdaycycle.cpp,unknown,908,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpreviewnotecard.cpp,viewer.misc,903,34,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/lltemplatemessagebuilder.cpp,network,894,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterpathfindingobjects.cpp,ui,891,34,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llinventoryobserver.cpp,viewer.misc,888,30,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/test/llstreamtools_tut.cpp,unknown,884,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/lleventdispatcher.h,core,882,14,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfollowcam.cpp,viewer.misc,879,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llsdserialize.h,core,878,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llsingleton.h,core,874,11,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llaudio/llaudioengine_fmodstudio.cpp,unknown,873,13,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/m4math.cpp,unknown,869,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/tests/llstring_test.cpp,core,860,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llunittype.h,core,859,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/lloctree.h,unknown,859,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llpanel.cpp,ui,854,18,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpanelgroupgeneral.cpp,ui,847,27,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llappearance/llpolymorph.cpp,unknown,845,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/lltemplatemessagereader.cpp,network,840,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/test/llsdmessagebuilder_tut.cpp,unknown,838,16,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llagentlistener.cpp,viewer.misc,833,24,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/lltextbase.h,unknown,832,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/test/llsd_new_tut.cpp,unknown,831,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llinventory/llsettingsbase.cpp,unknown,825,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloatergesture.cpp,ui,820,23,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llkeywords.cpp,unknown,814,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llaudio/llaudiodecodemgr.cpp,unknown,805,17,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llrender/llfontregistry.cpp,render.legacy_low_level,804,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterblocked.cpp,ui,804,24,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llautoreplace.cpp,viewer.misc,803,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcrashlogger/llcrashlogger.cpp,unknown,803,24,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterpathfindinglinksets.cpp,ui,802,23,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/lldependencies.h,core,800,11,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llprimitive/llprimitive.h,unknown,799,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llapr.cpp,core,797,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llcofwearables.cpp,viewer.misc,795,18,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llavatarlist.cpp,world.avatar,795,17,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llmoveview.cpp,viewer.misc,793,20,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/lltoolbarview.cpp,viewer.misc,791,17,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llnavigationbar.cpp,viewer.misc,789,35,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llscriptfloater.cpp,viewer.misc,786,18,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llchatbar.cpp,viewer.misc,780,35,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llphysicsmotion.cpp,viewer.misc,777,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llevents.h,core,776,17,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/patch_dct.cpp,network,769,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llinventorymodel.h,viewer.misc,769,20,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llsdutil.h,core,769,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llvoicewebrtc.h,viewer.misc,767,18,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llconversationmodel.cpp,viewer.misc,765,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/llmessagetemplateparser.cpp,network,762,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llapp.cpp,core,762,21,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/lluri.cpp,core,759,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llevents.cpp,core,758,13,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llprimitive/llmaterialtable.cpp,unknown,756,6,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterimnearbychathandler.cpp,ui,750,16,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llview.h,unknown,749,18,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llgroupactions.cpp,viewer.misc,748,18,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/v4color.cpp,unknown,742,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloatersettingsdebug.cpp,ui,740,16,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/media_plugins/libvlc/media_plugin_libvlc.cpp,unknown,738,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llscrolllistcell.cpp,unknown,735,6,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llcommandlineparser.cpp,viewer.misc,734,17,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llavatarpropertiesprocessor.cpp,world.avatar,731,13,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/lltracerecording.h,core,727,6,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/tests/mathmisc_test.cpp,unknown,724,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llfilesystem/tests/lldir_test.cpp,unknown,721,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpanelgroupnotices.cpp,ui,716,27,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llstl.h,core,714,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llcontrolavatar.cpp,world.avatar,711,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterautoreplacesettings.cpp,ui,710,37,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/lltreeiterators.h,core,706,6,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/lliosocket.cpp,network,703,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llplugin/llpluginprocesschild.cpp,unknown,703,11,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpanelplaceprofile.cpp,ui,703,23,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llinspectobject.cpp,viewer.misc,703,24,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpanelgroupinvite.cpp,ui,701,19,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llxml/llxmltree.cpp,unknown,698,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llwebrtc/llwebrtc_impl.h,unknown,697,15,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llinventoryfunctions.h,viewer.misc,692,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llimage/llimagejpeg.cpp,unknown,690,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llimage/llimagebmp.cpp,unknown,687,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llprimitive/llmodelloader.cpp,unknown,686,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llvieweraudio.cpp,viewer.misc,686,20,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/patch_idct.cpp,network,684,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfriendcard.cpp,viewer.misc,683,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llconversationlog.cpp,viewer.misc,683,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llviewernetwork.cpp,viewer.misc,682,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/v4color.h,unknown,682,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/llcorehttputil.h,network,681,16,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llinventory/llparcel.h,unknown,681,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/llcoordframe.cpp,unknown,680,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llimview.h,viewer.misc,679,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/test/test.cpp,unknown,674,14,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llviewerfloaterreg.cpp,viewer.misc,672,176,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/tests/llleap_test.cpp,core,670,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/tests/commonmisc_test.cpp,core,666,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/lllogininstance.cpp,viewer.misc,662,27,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcorehttp/httprequest.h,unknown,662,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llviewermediafocus.cpp,viewer.misc,661,21,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/tests/llquaternion_test.cpp,unknown,661,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/net.cpp,network,658,13,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llgrouplist.cpp,viewer.misc,658,14,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcorehttp/_httplibcurl.cpp,unknown,658,6,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llviewerassetstorage.cpp,viewer.misc,657,16,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/lltooltip.cpp,unknown,653,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/app_settings/shaders/class1/deferred/deferredUtil.glsl,viewer.misc,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpanelwearing.cpp,ui,648,22,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/integration_tests/llimage_libtest/llimage_libtest.cpp,unknown,648,19,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpanelgroup.cpp,ui,647,23,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llfloater.h,ui,645,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/lltoast.cpp,viewer.misc,642,6,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/workqueue.h,core,641,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llsidepanelinventory.cpp,viewer.misc,637,34,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpresetsmanager.cpp,viewer.misc,636,13,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llnamelistctrl.cpp,viewer.misc,636,15,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterpay.cpp,ui,635,24,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llfile.cpp,core,635,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llnotificationlistitem.cpp,viewer.misc,633,13,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llscrolllistctrl.h,unknown,633,14,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llcurrencyuimanager.cpp,viewer.misc,629,18,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llviewerparcelmedia.cpp,viewer.misc,629,18,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llfloaterreg.cpp,ui,629,6,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/tests/lldeadmantimer_test.cpp,core,629,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/llbuffer.h,network,626,2,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llappearance/lldriverparam.cpp,unknown,623,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/llquaternion.h,unknown,623,2,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llgiveinventory.cpp,viewer.misc,622,19,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterenvironmentadjust.cpp,ui,615,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llurlentry.h,unknown,614,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpreview.cpp,viewer.misc,611,28,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/v3math.h,unknown,611,6,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/lltimer.cpp,core,609,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llqueuedthread.cpp,core,608,6,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llvoiceclient.h,viewer.misc,602,11,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llviewerwindow.h,ui.window,599,13,0,0,0,0,0,0,0,0,0,0,0,0,5
indra/llprimitive/llmediaentry.cpp,unknown,596,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llaudio/llstreamingaudio_fmodstudio.cpp,unknown,596,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llsidepanelappearance.cpp,viewer.misc,595,25,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llthreadsafequeue.h,core,593,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llimage/llimagej2c.cpp,unknown,592,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llappcorehttp.cpp,viewer.misc,590,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/lleventfilter.h,core,590,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/m3math.cpp,unknown,590,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/tests/v3math_test.cpp,unknown,586,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpanelemojicomplete.cpp,ui,584,6,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/lltoolplacer.cpp,viewer.misc,582,34,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpanelclassified.cpp,ui,581,14,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcorehttp/_httpservice.cpp,unknown,581,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/kokuarlvextras.cpp,viewer.misc,579,14,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/tests/llviewerassetstats_test.cpp,viewer.misc,579,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/llthrottle.cpp,network,578,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/lltoastnotifypanel.cpp,viewer.misc,578,14,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llprocess.h,core,578,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaternotificationstabbed.cpp,ui,577,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterfixedenvironment.cpp,ui,576,22,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcharacter/llheadrotmotion.cpp,unknown,576,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llattachmentsmgr.cpp,viewer.misc,574,11,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloatersellland.cpp,ui,573,17,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/test/lldatapacker_tut.cpp,unknown,571,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcharacter/llpose.cpp,unknown,570,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcorehttp/httprequest.cpp,unknown,568,11,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloatertopobjects.cpp,ui,566,24,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llprimitive/llvolumemessage.cpp,unknown,558,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llsecapi.h,viewer.misc,558,6,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpanellandmarkinfo.cpp,ui,558,18,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/llproxy.cpp,network,557,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llaudio/llaudioengine_openal.cpp,unknown,556,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/lltraceaccumulators.h,core,554,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/lltoastalertpanel.cpp,viewer.misc,553,19,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpanelpeoplemenus.cpp,ui,553,18,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llinventory/tests/inventorymisc_test.cpp,unknown,553,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llflatlistview.h,unknown,550,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llinventory/llsettingsbase.h,unknown,547,14,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/lltoolfocus.cpp,viewer.misc,546,25,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llsd.h,core,546,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llwindow/llkeyboard.cpp,unknown,546,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterinventorythumbnailshelper.cpp,ui,544,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llconversationloglist.cpp,viewer.misc,544,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/llmath.h,unknown,543,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llstreamtools.cpp,core,542,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llplugin/llpluginclassmedia.h,unknown,541,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpanelmediasettingsgeneral.cpp,ui,541,27,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/lltoolmgr.cpp,viewer.misc,539,28,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/llcamera.cpp,unknown,539,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/v4math.h,unknown,539,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/v3dmath.h,unknown,535,2,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llthread.cpp,core,532,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/tests/v3dmath_test.cpp,unknown,532,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/NACLfloaterexploresounds.cpp,viewer.misc,531,13,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llimage/llimagedxt.cpp,unknown,531,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llfolderviewitem.h,unknown,530,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llslurl.cpp,viewer.misc,527,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llfindlocale.cpp,core,527,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llerror.h,core,527,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/tests/llrect_test.cpp,unknown,527,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llviewermedia.h,viewer.misc,526,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llmultisliderctrl.cpp,unknown,526,16,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/llcoproceduremanager.cpp,network,525,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llwindowlistener.cpp,viewer.misc,524,18,0,0,0,0,0,0,0,0,0,0,0,0,1
indra/llcommon/llleap.cpp,core,524,16,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloatermyenvironment.cpp,ui,523,15,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterregioninfo.h,ui,523,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llmultifloater.cpp,unknown,523,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llspinctrl.cpp,unknown,523,16,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/app_settings/shaders/class1/deferred/pbrterrainUtilF.glsl,viewer.misc,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llwearableitemslist.h,viewer.misc,522,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterpreference.h,ui,522,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llradiogroup.cpp,unknown,522,10,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llinventorylistitem.cpp,viewer.misc,521,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/lltextvalidate.cpp,unknown,520,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llfocusmgr.cpp,unknown,520,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llwindow/llwindow.cpp,unknown,518,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llinstancetracker.h,core,516,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llfilesystem/lldir_win32.cpp,unknown,516,12,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/llhttpnode.cpp,network,514,6,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/v3color.h,unknown,514,5,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llmachineid.cpp,viewer.misc,512,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llinventorypanel.h,viewer.misc,510,11,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/llpartdata.cpp,network,509,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpaneltopinfobar.cpp,ui,509,19,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcorehttp/httpcommon.h,unknown,509,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llsettingspicker.cpp,viewer.misc,508,15,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterjoystick.cpp,ui,508,15,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/test/llevents_tut.cpp,unknown,507,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llpaneloutfitsinventory.cpp,ui,506,18,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llavatarrendernotifier.cpp,world.avatar,506,14,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llappviewerlinux.cpp,viewer.misc,505,13,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llplugin/llpluginsharedmemory.cpp,unknown,503,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmath/v4coloru.h,unknown,503,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llxmlrpctransaction.cpp,viewer.misc,502,19,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcharacter/llmultigesture.cpp,unknown,502,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llmessage/lltransfermanager.h,network,500,7,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/llmd5.cpp,core,498,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llprimitive/tests/llmediaentry_test.cpp,unknown,498,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/test/prim_linkability_tut.cpp,unknown,496,4,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/newview/llfloaterwebcontent.cpp,ui,496,14,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcharacter/llanimationstates.cpp,unknown,496,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llui/llfolderviewmodel.h,unknown,496,2,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llxml/llcontrol.h,unknown,495,9,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llcommon/lleventfilter.cpp,core,494,8,0,0,0,0,0,0,0,0,0,0,0,0,0
indra/llphysicsextensionsos/llconvexdecompositionvhacd.cpp,unknown,493,7,0,0,0,0,0,0,0,0,0,0,0,0,0
